variable,variable_label_fr,code,label_fr,label_en,label_pt
ZELT,Zone d'emploi du lieu de travail,3218,Roubaix-Tourcoing (3218),,
ZELT,Zone d'emploi du lieu de travail,3219,Saint-Omer (3219),,
ZELT,Zone d'emploi du lieu de travail,3220,Saint-Quentin (3220),,
ZELT,Zone d'emploi du lieu de travail,3221,Soissons (3221),,
ZELT,Zone d'emploi du lieu de travail,3222,Valenciennes (3222),,
ZELT,Zone d'emploi du lieu de travail,4401,Bar-le-Duc (4401),,
ZELT,Zone d'emploi du lieu de travail,4402,Châlons-en-Champagne (4402),,
ZELT,Zone d'emploi du lieu de travail,4403,Charleville-Mézières (4403),,
ZELT,Zone d'emploi du lieu de travail,4404,Chaumont (4404),,
ZELT,Zone d'emploi du lieu de travail,4405,Colmar (4405),,
ZELT,Zone d'emploi du lieu de travail,4406,Épernay (4406),,
ZELT,Zone d'emploi du lieu de travail,4407,Épinal (4407),,
ZELT,Zone d'emploi du lieu de travail,4408,Forbach (4408),,
ZELT,Zone d'emploi du lieu de travail,4409,Haguenau (4409),,
ZELT,Zone d'emploi du lieu de travail,4410,Metz (4410),,
ZELT,Zone d'emploi du lieu de travail,4411,Mulhouse (4411),,
ZELT,Zone d'emploi du lieu de travail,4412,Nancy (4412),,
ZELT,Zone d'emploi du lieu de travail,4413,Reims (4413),,
ZELT,Zone d'emploi du lieu de travail,4414,Remiremont (4414),,
ZELT,Zone d'emploi du lieu de travail,4415,Romilly-sur-Seine (4415),,
ZELT,Zone d'emploi du lieu de travail,4416,Saint-Avold (4416),,
ZELT,Zone d'emploi du lieu de travail,4417,Saint-Dié-des-Vosges (4417),,
ZELT,Zone d'emploi du lieu de travail,4418,Saint-Louis (4418),,
ZELT,Zone d'emploi du lieu de travail,4419,Sarrebourg (4419),,
ZELT,Zone d'emploi du lieu de travail,4420,Sarreguemines (4420),,
ZELT,Zone d'emploi du lieu de travail,4421,Sedan (4421),,
ZELT,Zone d'emploi du lieu de travail,4422,Sélestat (4422),,
ZELT,Zone d'emploi du lieu de travail,4423,Strasbourg (4423),,
ZELT,Zone d'emploi du lieu de travail,4424,Thionville (4424),,
ZELT,Zone d'emploi du lieu de travail,4425,Troyes (4425),,
ZELT,Zone d'emploi du lieu de travail,4426,Verdun (4426),,
ZELT,Zone d'emploi du lieu de travail,4427,Vitry-le-François Saint-Dizier (4427),,
ZELT,Zone d'emploi du lieu de travail,5201,Ancenis (5201),,
ZELT,Zone d'emploi du lieu de travail,5202,Angers (5202),,
ZELT,Zone d'emploi du lieu de travail,5203,Challans (5203),,
ZELT,Zone d'emploi du lieu de travail,5204,Château-Gontier (5204),,
ZELT,Zone d'emploi du lieu de travail,5205,Châteaubriant (5205),,
ZELT,Zone d'emploi du lieu de travail,5206,Cholet (5206),,
ZELT,Zone d'emploi du lieu de travail,5207,Fontenay-le-Comte (5207),,
ZELT,Zone d'emploi du lieu de travail,5208,La Ferté-Bernard (5208),,
ZELT,Zone d'emploi du lieu de travail,5209,La Flèche (5209),,
ZELT,Zone d'emploi du lieu de travail,5210,La Roche-sur-Yon (5210),,
ZELT,Zone d'emploi du lieu de travail,5211,Laval (5211),,
ZELT,Zone d'emploi du lieu de travail,5212,Le Mans (5212),,
ZELT,Zone d'emploi du lieu de travail,5213,Les Herbiers-Montaigu (5213),,
ZELT,Zone d'emploi du lieu de travail,5214,Les Sables-d'Olonne (5214),,
ZELT,Zone d'emploi du lieu de travail,5215,Mayenne (5215),,
ZELT,Zone d'emploi du lieu de travail,5216,Nantes (5216),,
ZELT,Zone d'emploi du lieu de travail,5217,Pornic (5217),,
ZELT,Zone d'emploi du lieu de travail,5218,Sablé-sur-Sarthe (5218),,
ZELT,Zone d'emploi du lieu de travail,5219,Saint-Nazaire (5219),,
ZELT,Zone d'emploi du lieu de travail,5220,Saumur (5220),,
ZELT,Zone d'emploi du lieu de travail,5221,Segré-en-Anjou Bleu (5221),,
ZELT,Zone d'emploi du lieu de travail,5301,Auray (5301),,
ZELT,Zone d'emploi du lieu de travail,5302,Brest (5302),,
ZELT,Zone d'emploi du lieu de travail,5303,Carhaix-Plouguer (5303),,
ZELT,Zone d'emploi du lieu de travail,5304,Dinan (5304),,
ZELT,Zone d'emploi du lieu de travail,5305,Fougères (5305),,
ZELT,Zone d'emploi du lieu de travail,5306,Guingamp (5306),,
ZELT,Zone d'emploi du lieu de travail,5307,Lamballe-Armor (5307),,
ZELT,Zone d'emploi du lieu de travail,5308,Lannion (5308),,
ZELT,Zone d'emploi du lieu de travail,5309,Lorient (5309),,
ZELT,Zone d'emploi du lieu de travail,5310,Morlaix (5310),,
ZELT,Zone d'emploi du lieu de travail,5311,Ploërmel (5311),,
ZELT,Zone d'emploi du lieu de travail,5312,Pontivy-Loudéac (5312),,
ZELT,Zone d'emploi du lieu de travail,5313,Quimper (5313),,
ZELT,Zone d'emploi du lieu de travail,5314,Quimperlé (5314),,
ZELT,Zone d'emploi du lieu de travail,5315,Rennes (5315),,
ZELT,Zone d'emploi du lieu de travail,5316,Saint-Brieuc (5316),,
ZELT,Zone d'emploi du lieu de travail,5317,Saint-Malo (5317),,
ZELT,Zone d'emploi du lieu de travail,5318,Vannes (5318),,
ZELT,Zone d'emploi du lieu de travail,5319,Vitré (5319),,
ZELT,Zone d'emploi du lieu de travail,7501,Agen (7501),,
ZELT,Zone d'emploi du lieu de travail,7502,Angoulême (7502),,
ZELT,Zone d'emploi du lieu de travail,7503,Bayonne (7503),,
ZELT,Zone d'emploi du lieu de travail,7504,Bergerac (7504),,
ZELT,Zone d'emploi du lieu de travail,7505,Bordeaux (7505),,
ZELT,Zone d'emploi du lieu de travail,7506,Bressuire (7506),,
ZELT,Zone d'emploi du lieu de travail,7507,Brive-la-Gaillarde (7507),,
ZELT,Zone d'emploi du lieu de travail,7508,Châtellerault (7508),,
ZELT,Zone d'emploi du lieu de travail,7509,Cognac (7509),,
ZELT,Zone d'emploi du lieu de travail,7510,Dax (7510),,
ZELT,Zone d'emploi du lieu de travail,7511,Guéret (7511),,
ZELT,Zone d'emploi du lieu de travail,7512,La Rochelle (7512),,
ZELT,Zone d'emploi du lieu de travail,7513,La Teste-de-Buch (7513),,
ZELT,Zone d'emploi du lieu de travail,7514,Langon (7514),,
ZELT,Zone d'emploi du lieu de travail,7515,Lesparre-Médoc (7515),,
ZELT,Zone d'emploi du lieu de travail,7516,Libourne (7516),,
ZELT,Zone d'emploi du lieu de travail,7517,Limoges (7517),,
ZELT,Zone d'emploi du lieu de travail,7518,Marmande (7518),,
ZELT,Zone d'emploi du lieu de travail,7519,Mont-de-Marsan (7519),,
ZELT,Zone d'emploi du lieu de travail,7520,Niort (7520),,
ZELT,Zone d'emploi du lieu de travail,7521,Oloron-Sainte-Marie (7521),,
ZELT,Zone d'emploi du lieu de travail,7522,Pau (7522),,
ZELT,Zone d'emploi du lieu de travail,7523,Périgueux (7523),,
ZELT,Zone d'emploi du lieu de travail,7524,Poitiers (7524),,
ZELT,Zone d'emploi du lieu de travail,7525,Rochefort (7525),,
ZELT,Zone d'emploi du lieu de travail,7526,Royan (7526),,
ZELT,Zone d'emploi du lieu de travail,7527,Saint-Junien (7527),,
ZELT,Zone d'emploi du lieu de travail,7528,Saintes (7528),,
ZELT,Zone d'emploi du lieu de travail,7529,Sarlat-La-Canéda (7529),,
ZELT,Zone d'emploi du lieu de travail,7530,Thouars (7530),,
ZELT,Zone d'emploi du lieu de travail,7531,Tulle (7531),,
ZELT,Zone d'emploi du lieu de travail,7532,Villeneuve-sur-Lot (7532),,
ZELT,Zone d'emploi du lieu de travail,7601,Agde-Pézenas (7601),,
ZELT,Zone d'emploi du lieu de travail,7602,Albi (7602),,
ZELT,Zone d'emploi du lieu de travail,7603,Alès-Le Vigan (7603),,
ZELT,Zone d'emploi du lieu de travail,7604,Auch (7604),,
ZELT,Zone d'emploi du lieu de travail,7605,Bagnols-sur-Cèze (7605),,
ZELT,Zone d'emploi du lieu de travail,7606,Béziers (7606),,
ZELT,Zone d'emploi du lieu de travail,7607,Cahors (7607),,
ZELT,Zone d'emploi du lieu de travail,7608,Carcassonne-Limoux (7608),,
ZELT,Zone d'emploi du lieu de travail,7609,Castelsarrasin-Moissac (7609),,
ZELT,Zone d'emploi du lieu de travail,7610,Castres-Mazamet (7610),,
ZELT,Zone d'emploi du lieu de travail,7611,Figeac-Villefranche (7611),,
ZELT,Zone d'emploi du lieu de travail,7612,Foix-Pamiers (7612),,
ZELT,Zone d'emploi du lieu de travail,7613,Mende (7613),,
ZELT,Zone d'emploi du lieu de travail,7614,Millau (7614),,
ZELT,Zone d'emploi du lieu de travail,7615,Montauban (7615),,
ZELT,Zone d'emploi du lieu de travail,7616,Montpellier (7616),,
ZELT,Zone d'emploi du lieu de travail,7617,Narbonne (7617),,
ZELT,Zone d'emploi du lieu de travail,7618,Nîmes (7618),,
ZELT,Zone d'emploi du lieu de travail,7619,Nord-du-Lot (7619),,
ZELT,Zone d'emploi du lieu de travail,7620,Perpignan (7620),,
ZELT,Zone d'emploi du lieu de travail,7621,Rodez (7621),,
ZELT,Zone d'emploi du lieu de travail,7622,Saint-Gaudens (7622),,
ZELT,Zone d'emploi du lieu de travail,7623,Sète (7623),,
ZELT,Zone d'emploi du lieu de travail,7624,Tarbes-Lourdes (7624),,
ZELT,Zone d'emploi du lieu de travail,7625,Toulouse (7625),,
ZELT,Zone d'emploi du lieu de travail,8401,Annecy (8401),,
ZELT,Zone d'emploi du lieu de travail,8402,Aubenas (8402),,
ZELT,Zone d'emploi du lieu de travail,8403,Aurillac (8403),,
ZELT,Zone d'emploi du lieu de travail,8404,Belley (8404),,
ZELT,Zone d'emploi du lieu de travail,8405,Bourg en Bresse (8405),,
ZELT,Zone d'emploi du lieu de travail,8406,Bourgoin-Jallieu (8406),,
ZELT,Zone d'emploi du lieu de travail,8407,Chambéry (8407),,
ZELT,Zone d'emploi du lieu de travail,8408,Clermont-Ferrand (8408),,
ZELT,Zone d'emploi du lieu de travail,8409,Grenoble (8409),,
ZELT,Zone d'emploi du lieu de travail,8410,Issoire (8410),,
ZELT,Zone d'emploi du lieu de travail,8411,La Maurienne (8411),,
ZELT,Zone d'emploi du lieu de travail,8412,La Plaine du Forez (8412),,
ZELT,Zone d'emploi du lieu de travail,8413,La Tarentaise (8413),,
ZELT,Zone d'emploi du lieu de travail,8414,La Vallée de l'Arve (8414),,
ZELT,Zone d'emploi du lieu de travail,8415,Le Chablais (8415),,
ZELT,Zone d'emploi du lieu de travail,8416,Le Genevois Français (8416),,
ZELT,Zone d'emploi du lieu de travail,8417,Le Livradois (8417),,
ZELT,Zone d'emploi du lieu de travail,8418,Le Mont Blanc (8418),,
ZELT,Zone d'emploi du lieu de travail,8419,Le Puy en Velay (8419),,
ZELT,Zone d'emploi du lieu de travail,8420,Les Sources de la Loire (8420),,
ZELT,Zone d'emploi du lieu de travail,8421,Lyon (8421),,
ZELT,Zone d'emploi du lieu de travail,8422,Montélimar (8422),,
ZELT,Zone d'emploi du lieu de travail,8423,Montluçon (8423),,
ZELT,Zone d'emploi du lieu de travail,8424,Moulins (8424),,
ZELT,Zone d'emploi du lieu de travail,8425,Oyonnax (8425),,
ZELT,Zone d'emploi du lieu de travail,8426,Roanne (8426),,
ZELT,Zone d'emploi du lieu de travail,8427,Romans sur Isère (8427),,
ZELT,Zone d'emploi du lieu de travail,8428,Saint Etienne (8428),,
ZELT,Zone d'emploi du lieu de travail,8429,Saint Flour (8429),,
ZELT,Zone d'emploi du lieu de travail,8430,Tarare (8430),,
ZELT,Zone d'emploi du lieu de travail,8431,Valence (8431),,
ZELT,Zone d'emploi du lieu de travail,8432,Vichy (8432),,
ZELT,Zone d'emploi du lieu de travail,8433,Vienne-Annonay (8433),,
ZELT,Zone d'emploi du lieu de travail,8434,Villefranche-sur-Saône (8434),,
ZELT,Zone d'emploi du lieu de travail,8435,Voiron (8435),,
ZELT,Zone d'emploi du lieu de travail,9301,Aix-en-Provence (9301),,
ZELT,Zone d'emploi du lieu de travail,9302,Briançon (9302),,
ZELT,Zone d'emploi du lieu de travail,9303,Brignoles (9303),,
ZELT,Zone d'emploi du lieu de travail,9304,Cannes (9304),,
ZELT,Zone d'emploi du lieu de travail,9305,Carpentras (9305),,
ZELT,Zone d'emploi du lieu de travail,9306,Cavaillon (9306),,
ZELT,Zone d'emploi du lieu de travail,9307,Digne-les-Bains (9307),,
ZELT,Zone d'emploi du lieu de travail,9308,Draguignan (9308),,
ZELT,Zone d'emploi du lieu de travail,9309,Fréjus (9309),,
ZELT,Zone d'emploi du lieu de travail,9310,Gap (9310),,
ZELT,Zone d'emploi du lieu de travail,9311,Manosque (9311),,
ZELT,Zone d'emploi du lieu de travail,9312,Marseille (9312),,
ZELT,Zone d'emploi du lieu de travail,9313,Martigues-Salon (9313),,
ZELT,Zone d'emploi du lieu de travail,9314,Menton (9314),,
ZELT,Zone d'emploi du lieu de travail,9315,Nice (9315),,
ZELT,Zone d'emploi du lieu de travail,9316,Orange (9316),,
ZELT,Zone d'emploi du lieu de travail,9317,Sainte-Maxime (9317),,
ZELT,Zone d'emploi du lieu de travail,9318,Toulon (9318),,
ZELT,Zone d'emploi du lieu de travail,9401,Ajaccio (9401),,
ZELT,Zone d'emploi du lieu de travail,9402,Bastia (9402),,
ZELT,Zone d'emploi du lieu de travail,9403,Calvi (9403),,
ZELT,Zone d'emploi du lieu de travail,9404,Corte (9404),,
ZELT,Zone d'emploi du lieu de travail,9405,Ghisonaccia (9405),,
ZELT,Zone d'emploi du lieu de travail,9406,Porto-Vecchio (9406),,
ZELT,Zone d'emploi du lieu de travail,9407,Propriano (9407),,
